Message,Category,gtrans_el
"Part 2. Holy Mary, pray for us Holy Mother of God, pray for us Holy Virgin of virgins, pray for us Mother of Christ, pray for us Mother of divine grace, pray for us Mother most pure, pray for us Mother most chaste, pray for us Mother inviolate, pray for us Mother undefiled, pray for us Mother most amiable, pray for us Mother most admirable, pray for us Mother of good counsel, pray for us Mother of our Creator, pray for us Mother of our Redeemer, pray for us",1,"Μέρος 2. Παναγία, προσευχήσου για μας Παναγία, προσευχήσου για μας Παναγία των παρθένων, προσευχήσου για μας Μητέρα του Χριστού, προσευχήσου για μας Μητέρα της θείας χάριτος, προσευχήσου για μας Μητέρα αγνότατη, προσευχήσου για μας Μητέρα αγνότατη , προσευχήσου για εμάς Μητέρα απαραβίαστη, προσευχήσου για μας Μητέρα αμόλυντη, προσευχήσου για εμάς Μητέρα πιο φιλική, προσευχήσου για εμάς Μητέρα πιο αξιοθαύμαστη, προσευχήσου για εμάς Μητέρα της καλής συμβουλής, προσευχήσου για εμάς Μητέρα του Δημιουργού μας, προσευχήσου για εμάς Μητέρα του Λυτρωτή μας , Προσευχηθείτε για εμάς"
Hi.. Everyone.. If anyone after real online work. I can help you. Earn lots of money. It 39 s fun. It 39 s real and affiliated company.. YOU not think you r working. It 39 s easy and enjoyable. For more info contact me .. Neeru105 gmail.com,1,Γεια.. Σε όλους.. Αν κάποιος μετά από πραγματική εργασία στο διαδίκτυο. Μπορώ να σε βοηθήσω. Κερδίστε πολλά χρήματα. Είναι διασκεδαστικό του 39. Είναι πραγματική και συνδεδεμένη εταιρεία. Δεν νομίζετε ότι εργάζεστε. 39 είναι εύκολο και απολαυστικό. Για περισσότερες πληροφορίες επικοινωνήστε μαζί μου .. Neeru105 gmail.com
god she is so sexy drives me crazy,0,Θεέ μου είναι τόσο σέξι με τρελαίνει
WOw,0,Ουάου
shakira is the best,0,Η shakira είναι η καλύτερη
the best,0,το καλύτερο
"Hey Youtubers and All Music lover 39 s, Guess most of you all skip these comments, but for you who is still reading this, thanks I do not have any money for advertisiments, no chance of getting heard, nothing. All that 39 s left is spam, sorry. I Am 17, Rapper Singer from Estonia. Please listen my new cover on my account. You will not regret it. Give me just a chance, please. Take half a second of your life and thumb this comment up. It will maybe change my life, for real. Thank you Wafence",1,"Γεια σου Youtubers και All Music lover 39 s, Υποθέτω ότι οι περισσότεροι από εσάς παραλείπετε αυτά τα σχόλια, αλλά για εσάς που το διαβάζετε ακόμα, ευχαριστώ δεν έχω χρήματα για διαφημίσεις, καμία πιθανότητα να ακουστώ, τίποτα. Το μόνο που έμεινε 39 δευτερόλεπτα είναι ανεπιθύμητο, συγγνώμη. Είμαι 17, τραγουδιστής ράπερ από την Εσθονία. Παρακαλώ ακούστε το νέο μου εξώφυλλο στον λογαριασμό μου. Δεν θα το μετανιωσεις. Δώσε μου μια ευκαιρία, σε παρακαλώ. Αφιερώστε μισό δευτερόλεπτο από τη ζωή σας και γράψτε αυτό το σχόλιο. Ίσως θα αλλάξει τη ζωή μου, στην πραγματικότητα. Ευχαριστώ Wafence"
do you want to make some easy money check out my page tvcmcadavid.weebly . com do not miss out on this opportunity give thumbs up i would apprecitate it.,1,"θέλετε να κερδίσετε εύκολα χρήματα ρίξτε μια ματιά στη σελίδα μου tvcmcadavid.weebly . com μην χάσετε αυτήν την ευκαιρία, θα το εκτιμούσα."
"PLEASE CHECK OUT THIS VIDEO CALLED quot WE LOVE MIND MASTER IT quot , THANK YOU",1,"ΠΑΡΑΚΑΛΩ ΔΕΙΤΕ ΑΥΤΟ ΤΟ ΒΙΝΤΕΟ που λέγεται quot WE LOVE MIND MASTER IT quot , ΕΥΧΑΡΙΣΤΩ"
WAYS TO MAKE MONEY 50k Per Month Search google Now gt gt 9nl.me make money without investment 1,1,ΤΡΟΠΟΙ ΓΙΑ ΝΑ ΚΕΡΔΙΣΕΙΣ ΧΡΗΜΑΤΑ 50.000 ανά μήνα Αναζήτηση στο google Now gt gt 9nl.me κερδίζω χρήματα χωρίς επένδυση 1
Meet The Richest Online Marketer NOW CLICK bit.ly make money without adroid,1,Γνωρίστε τον πλουσιότερο διαδικτυακό έμπορο ΤΩΡΑ ΚΑΝΤΕ ΚΛΙΚ bit.ly κερδίστε χρήματα χωρίς android
How did you know that people makes another account just for subscribing itself and liking,1,Πώς ξέρατε ότι οι άνθρωποι φτιάχνουν έναν άλλο λογαριασμό μόνο για να εγγραφούν και να τους αρέσουν
I 39 ll subscribe to you. You look Nice,1,Θα εγγραφώ σε εσάς. Δείχνετε πολύ ωραίος
Hey dickwad we 39 re all africans. The colour of your skin just tells us something about how long ago your ancestors left Africa. Check out Baba Brinkman he has a song called quot I 39 m A African quot Go learn something.,1,"Γεια σου Dickwad εμείς 39 είμαστε όλοι Αφρικανοί. Το χρώμα του δέρματός σας απλώς μας λέει κάτι για το πόσο καιρό πριν οι πρόγονοί σας έφυγαν από την Αφρική. Ρίξτε μια ματιά στον Baba Brinkman, έχει ένα τραγούδι που ονομάζεται quot I 39 m A African quot Πηγαίνετε να μάθετε κάτι."
WOW muslims are really egoistic..... 23 of the World population and not in this video or donating 1 dollar to the poor ones in Africa shame on those terrorist muslims,1,WOW μουσουλμάνοι είναι πραγματικά εγωιστές..... 23 του παγκόσμιου πληθυσμού και όχι σε αυτό το βίντεο ή δωρεά 1 δολάριο στους φτωχούς στην Αφρική ντροπή σε αυτούς τους τρομοκράτες μουσουλμάνους
Wats Good Go Check Out My Music On Da Channel Ik You All Got me,1,Wats Good Go Δείτε τη μουσική μου στο κανάλι Da Ik You All Got me
I Know Y 39 all Can Check Out Amy Music Because You All Got Me Go To Da Channel,1,Ξέρω ότι το Y 39 all Can Check Out Amy Music Why You All Got Me Go To Da Channel
Northland Paranormal Society is now on YouTube Check out our channel of real Paranormal evidence facebook Northland Paranormal Society,1,Η Northland Paranormal Society είναι τώρα στο YouTube Δείτε το κανάλι μας με πραγματικές παραφυσικές αποδείξεις facebook Northland Paranormal Society
"Hello everyone I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks I don t have any money for advertisements, no chance of getting heard, nothing. I live in such a small town... If this comes off as spam, sorry. I m an instrumental songwriter from Columbus, Mississippi. Please go to my channel and check out my original music. It would be highly appreciated if you thumbs up this comment so my music can be heard Thank you, Adam Whitney",1,"Γεια σε όλους που γνωρίζω, οι περισσότεροι από εσάς πιθανότατα προσπερνούν τέτοιου είδους σχόλια, αλλά για όσους το διαβάζουν ακόμα, ευχαριστώ δεν έχω χρήματα για διαφημίσεις, καμία πιθανότητα να ακουστώ, τίποτα. Ζω σε μια τόσο μικρή πόλη... Αν αυτό είναι ανεπιθύμητο, συγγνώμη. Είμαι ένας οργανοποιός τραγουδοποιός από το Κολόμπους του Μισισιπή. Πηγαίνετε στο κανάλι μου και δείτε την πρωτότυπη μουσική μου. Θα εκτιμούσα ιδιαίτερα αν επιδοκιμάζατε αυτό το σχόλιο για να ακουστεί η μουσική μου Ευχαριστώ, Adam Whitney"
SO THEN HOW ARE YOU GOING TO CALL YOURSELF A INSTRUMENTAL SONGWRITER IF THERE IS NO SINGING THERE IS NO SONG TO WRITE LOL. YOU GOT ALOT TO LEARN KID BUT HEY DON 39 T FORGET TO SUBSCRIBE,1,ΛΟΙΠΟΝ ΤΟΤΕ ΠΩΣ ΘΑ ΑΠΟΚΑΛΕΙΣΤΕ ΤΟΝ ΕΑΥΤΟ ΣΑΣ ΟΡΓΑΝΙΚΟΣ ΤΡΑΓΟΥΔΙΣΤΗΣ ΑΝ ΔΕΝ ΥΠΑΡΧΕΙ ΤΡΑΓΟΥΔΙ ΔΕΝ ΥΠΑΡΧΕΙ ΤΡΑΓΟΥΔΙ ΝΑ ΓΡΑΨΕΤΕ LOL. ΕΧΕΙΣ ΠΟΛΛΑ ΝΑ ΜΑΘΕΙΣ ΠΑΙΔΙ ΑΛΛΑ ΞΕΧΑΣΕ ΝΑ ΚΑΝΕΙΣ ΕΓΓΡΑΦΗ
Please go in and see our Channel and subscribe . It would be Nice mate.,1,Μπείτε και δείτε το κανάλι μας και εγγραφείτε. Θα ήταν ωραίο φίλε.
want to earn money online without investment.....just visit this link .....therglove.blogspot.in 2013 08 blog post 10.html,1,θέλετε να κερδίσετε χρήματα online χωρίς επένδυση.....απλώς επισκεφτείτε αυτόν τον σύνδεσμο .....therglove.blogspot.in 2013 08 ανάρτηση ιστολογίου 10.html
CHECK OUT THE DUBSTEP VERSION,1,ΔΕΙΤΕ ΤΗΝ ΕΚΔΟΣΗ DUBSTEP
i can to make money,1,μπορώ να βγάλω χρήματα
Want To Laugh Please SUBSCRIBE to our channel,1,Θέλετε να Γελάσετε Παρακαλώ ΚΑΝΤΕ ΕΓΓΡΑΦΗ στο κανάλι μας
Earn money for being online with 0 efforts bit.ly 14gKvDo,1,Κερδίστε χρήματα για να είστε online με 0 προσπάθειες bit.ly 14gKvDo
"Could you please check out my covers on my channel I do covers like Adele, Kodaline, Imagine Dragons...and more. Please if you could spare a few minutes, could you have a listen to one or two of my covers , Feel free to comment and subscribe Thank you",1,"Μπορείτε να δείτε τα εξώφυλλά μου στο κανάλι μου. Κάνω διασκευές όπως Adele, Kodaline, Imagine Dragons...και πολλά άλλα. Παρακαλώ, αν μπορείτε να αφιερώσετε λίγα λεπτά, θα μπορούσατε να ακούσετε ένα ή δύο από τα εξώφυλλά μου, μπορείτε να σχολιάσετε και να εγγραφείτε Ευχαριστώ"
adf.ly KlD3Y,1,adf.ly KlD3Y
Check out these Irish guys cover of Avicii 39 s Wake Me Up Just search... quot wake me up Fiddle Me Silly quot Worth a listen for the gorgeous fiddle player,1,Δείτε αυτές τις ιρλανδικές διασκευές του Avicii 39 s Wake Me Up Απλά αναζητήστε... quot ξυπνήστε με Fiddle Me Silly quot Αξίζει να ακούσετε τον υπέροχο βιολιτζή
"Hello everyone I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks I don t have any money for advertisements, no chance of getting heard, nothing... If this comes off as spam, sorry. I am a video animator, just trying to make it up into the video animation industry. Please give me the chance to prove myself to you. Please visit my channel, subscribe if you like and thumb this comment up, so everyone can see Thank You",1,"Γεια σε όλους που γνωρίζω, οι περισσότεροι από εσάς πιθανότατα προσπερνούν τέτοιου είδους σχόλια, αλλά για όσους το διαβάζουν ακόμα, ευχαριστώ δεν έχω χρήματα για διαφημίσεις, καμία πιθανότητα να ακουστώ, τίποτα... Αν αυτό γίνει ανεπιθύμητο , συγνώμη. Είμαι animator βίντεο, απλά προσπαθώ να το κάνω στη βιομηχανία του video animation. Παρακαλώ δώστε μου την ευκαιρία να σας αποδείξω τον εαυτό μου. Επισκεφτείτε το κανάλι μου, εγγραφείτε αν σας αρέσει και γράψτε αυτό το σχόλιο, ώστε όλοι να μπορούν να δουν Ευχαριστώ"
